	StartDate	EndDate	Status	IPAddress	Progress	Duration (in seconds)	Finished	RecordedDate	ResponseId	RecipientLastName	RecipientFirstName	RecipientEmail	ExternalReference	LocationLatitude	LocationLongitude	DistributionChannel	UserLanguage	Q1.1	Q240	Q241	Q242	Q243	Q5.7	Q5.8	Q5.9	Q5.10	Q5.11	Q5.12	Q6.7	Q6.8	Q6.9	Q6.10	Q6.11	Q6.12	Q8.13	Q9.1	Q10.14	Q10.15	Q10.16	Q10.17	Q10.18	Q10.19	Q10.20	Q10.21	Q199	Q203	Q200	Q204	Q201	Q205	Q11.6	Q11.7	Q11.8	Q11.9	Q11.10	Q11.11	Q11.12	Q11.13	Q11.14	Q11.15	Q11.16	Q11.17	Q11.18	Q11.19	Q11.20	Q11.21	Q11.22	Q11.23	Q11.24	Q11.25	Q11.26	Q11.27	Q11.28	Q11.29	Q11.30	Q12.1	Q12.2	Q12.3	Q163	Q164	PROLIFIC_PID	STUDY_ID	SESSION_ID	group	tradeoff	scenario	x_first	prompt_text	pref_model	fnr_pos	Q105 - Parent Topics	Q105 - Sentiment Polarity	Q105 - Sentiment Score	Q105 - Sentiment	Q105 - Topic Sentiment Label	Q105 - Topic Sentiment Score	Q105 - Topics	PGM	session_id	status	started_datetime	completed_date_time	time_taken	age	num_approvals	num_rejections	prolific_score	reviewed_at_datetime	entered_code	Country of Birth	Current Country of Residence	Employment Status	Ethnicity	First Language	Nationality	Sex	Student Status	Create New Field or Choose From Dropdown...
162	2021-11-10 10:32:33	2021-11-10 10:53:36	IP Address	75.102.105.108	100	1263	True	2021-11-10 10:53:36	R_1dnzahjHjCeWgZt					40.12809753417969	-75.1073989868164	anonymous	EN	I have had the opportunity to read this consent form and have the research study explained.,I have had the opportunity to ask questions about the research study, and my questions have been answered.  I am prepared to participate in the research study described above.,I accept the use of my Prolific ID ${e://Field/PROLIFIC_PID}	Model X is more likely to predict correctly for male applicants than female applicants.	Figure 2	Female applicants will be more likely to mistakenly be rejected than male applicants.	Figure 2	Mildly unfair	It allows access to more non white people but the mistakes are equal for both categories	Neither biased nor unbiased.	I don't think there is enough of a difference for there to be a significant bias	Mostly unusable	I don't know if a 35% error is considered large, but to me it should be smaller	Very fair	It allows and equal amount of whites and non whites access	Very unbiased	Again, the two categories are equal	Completely unusable	There is a very large error in the non white category	No		Probably model Y	The two categories are equal while they are not in model x	Probably model X	the two categories are not equal	Probably model X	The errors are much less 	Probably model X	The smaller errors	Probably model Z	The errors are less in both graphs	Probably ${e://Field/pref_model}	Higher errors for both graphs	Definitely model Z	lower errors		Moderate		It wastes time that hospital staff could be using to run the hospital		High		They could do serious harm to others 		Moderate		I consider everyone living in the area society, and my reason is the same as before, it wastes time for the staff		High		My reasoning is again the same as before, they could do serious harm to people in society, which is all the people living in the area		No			Yes			Yes			Advantaged		Secondary Education	Others	6109ced9183e69e8ba12c15f	618b3dcb32ad5f5cc3f00d86	618c022a07fb29a634aa0e34	majority	outcome-fpr	frauth	True	You have chosen model X over model Y.	model X	top								Advantaged	618c022a07fb29a634aa0e34	APPROVED	2021-11-10 17:32:30.898000	2021-11-10 17:53:41.875000	1270.977	18.0	79	0	100	2021-11-13 02:08:48.305000	19AE28A9	United States	United States	Other	Caucasian	English	United States	Female	Yes	
163	2021-11-10 11:05:41	2021-11-10 11:26:37	IP Address	128.230.140.137	100	1256	True	2021-11-10 11:26:37	R_22oiksYyKjkTovg					43.039093017578125	-76.12770080566406	anonymous	EN	I have had the opportunity to read this consent form and have the research study explained.,I have had the opportunity to ask questions about the research study, and my questions have been answered.  I am prepared to participate in the research study described above.,I accept the use of my Prolific ID ${e://Field/PROLIFIC_PID}	Model X is equally likely to predict correctly for female applicants and male applicants.	Figure 1	Female applicants will be more likely to mistakenly be rejected than male applicants.	Figure 2	Mildly unfair	Non-Caucasian individuals were allowed to make payments more than Caucasian individuals more than 20%	Neither biased nor unbiased.	They mistakenly let a fraudulent payment occur at the same rate for both caucasian and non-caucasian individuals.	Neither useful nor unusable	The amount of fraudulent payments that went through was high for both groups.	Acceptably fair	While it allowed a payment go through at the same rate for both groups, it did not catch fraudulent payments for non-caucasians verses caucasians and there was a 21% difference.	Acceptably biased	There was a 21% difference in fraudulent payments for both groups.	Mostly ununsable	The amount of fraudulent payments that went through is very high.	Yes	I think I would see Model X as more fair or unbiased	Probably model X	The amount of fraudulent payments is the same for Model X.	Probably model Y	It is more likely for non-Caucasian individuals to have fraudulent payments	Probably model X	There is less fraudulent payments that go through in Model X	Probably model X	It is less biased and more fair.	Both ${e://Field/pref_model} and Z are equally fair	While model x denies more caucasian individuals than non-caucasian for payments, model z mistaknely allows fraudulent payments to go through for non-caucasian payments.	Both ${e://Field/pref_model} and Z are equally biased	For the same reason as above.	Probably ${e://Field/pref_model}	I rather have more mistakenly denied payments than mistakenly allowed fraudulent payments.			Low	You can probably just restart the process of putting the payment through again because you did not lose any money.			High	Depending on how much money it was, it will be hard to recover that money back and that individual may have to struggle financially or be removed from their home.			Low	I consider landlords and banks to be part of society and I think it is of low significance because the payment process can just be started over.			High	As a landlord or bank that means you lose out on money.			Yes			No			Yes			Disadvantaged	Secondary Education	Others	60fec6e6098b05609f53de86	618b3e1d59be0d9e09f6f943	618c09f148834b14bd58aabf	majority	outcome-fpr	rent	True	You have chosen model X over model Y.	model X	top								Disadvantaged	618c09f148834b14bd58aabf	APPROVED	2021-11-10 18:05:39.322000	2021-11-10 18:26:40.249000	1260.927	19.0	47	0	100	2021-11-14 17:15:22.549000	19AE28A9	United States	United States	Due to start a new job within the next month	Non-Caucasian	English	United States	Female	Yes	
164	2021-11-10 11:49:07	2021-11-10 12:06:27	IP Address	174.213.160.1	100	1040	True	2021-11-10 12:06:28	R_RlXtX3izMnDmYBH					37.751007080078125	-97.82199859619139	anonymous	EN	I have had the opportunity to read this consent form and have the research study explained.,I have had the opportunity to ask questions about the research study, and my questions have been answered.  I am prepared to participate in the research study described above.,I accept the use of my Prolific ID ${e://Field/PROLIFIC_PID}	Model X is more likely to predict correctly for male applicants than female applicants.	Figure 2	Female applicants will be more likely to mistakenly be rejected than male applicants.	Figure 2	Acceptably fair	The mistake rate is the same for both groups.	Very unbiased	The mistakes are even across groups	Very useful	It isn't biased.	Mildly unfair	Mistakes were much higher in Caucasians.	Acceptably biased	Caucasians are being admitted more than they should.	Mostly ununsable	It is biased towards Caucasians.	No		Definitely model X	The mistakes are the same among the groups so they are admitting relatively the right number of people per group.	Definitely model Y	They are letting more Caucasians in the study than they should due to the higher mistake rate than non Caucasians.	Definitely model X	The model works well with the mistake rate being the same for both groups.	Definitely model X	The mistake rate is the same among groups for the numbers being admitted to the ICU	Definitely ${e://Field/pref_model}	Mistake rate is the same among groups	Both ${e://Field/pref_model} and Z are equally biased	It's all relative to who is being submitted	Probably ${e://Field/pref_model}	The mistake rate is the same	High			ICU support is an urgent need.	High			It could be life threatening.	Moderate			Society is those not impacted by decision. They would care in case it was someone related to them and if they have empathy.	Moderate			I considered those not impacted as part of the society, and it is because it is not impacting then directly but most people would still care.	Yes			Yes			Yes			Advantaged			Bachelor	Others	6169d9eca7d16a7447f5cd64	618b3dcb32ad5f5cc3f00d86	618c141b7f745f2ea09e9840	minority	outcome-fpr	icu	False	You have chosen model X over model Y.	model X	top								Advantaged	618c141b7f745f2ea09e9840	APPROVED	2021-11-10 18:49:04.499000	2021-11-10 19:06:31.900000	1047.401	32.0	67	0	100	2021-11-13 02:24:14.507000	19AE28A9	United States	United States	Part-Time	Caucasian	English	United States	Female	No	
165	2021-11-10 11:29:24	2021-11-10 12:10:05	IP Address	107.4.192.136	100	2440	True	2021-11-10 12:10:05	R_30pgFS8pa3mpfmc					44.94270324707031	-93.28710174560547	anonymous	EN	I have had the opportunity to read this consent form and have the research study explained.,I have had the opportunity to ask questions about the research study, and my questions have been answered.  I am prepared to participate in the research study described above.,I accept the use of my Prolific ID ${e://Field/PROLIFIC_PID}	Model X is more likely to predict correctly for female applicants than male applicants.	Figure 1	Female applicants will be more likely to mistakenly be rejected than male applicants.	Figure 2	Very fair	If it makes the same amount of mistakes for each group, that leads me to believe that bias is not the reason for the contrast in ICU predictions.	Mildly unbiased	Any model created by humans is likely to have bias built into it in some way.	Very useful	Any data that can be examined and compared is useful data when developing this kind of technology.	Neither fair nor unfair	It is unlikely that the number of necessary ICU assignments would be exact for both groups, which means the model is unbiased but not likely accurate, and therefore possibly missing an important variable that may or may not lead to unfairness in the resulting assignments.	Very unbiased	the model assigns the same number of ICU beds to each group regardless of the number of mistakes or any other variables. It is unbiased but not well developed. 	Mostly useful	Seeing the resulting data when filtered through the control factor of the unbiased model could reveal interesting trends.	Yes	I think the model is mostly unbiased, if it makes the same amount of mistakes for each group, then that indicates there must be a reason (disparity) why the model has to predict such high numbers of ICU beds for Non-Caucasian patients for the algorithm to have the same level of accuracy (ie, to not miss patients who actually do need ICU beds vs wrongly assigning to patients who do not need them).	Definitely model X	Model X displays an example of equity, whereas Model Y displays an example of unbiased but inefficient equality.	Models X and Y are equally biased	any model created by humans is going to have human bias built into it.	Definitely model X	It leads to actual fairness in treatment by assigning no more erroneous ICU beds to one group than another.	Definitely model X	It applies the concept of equity.	Definitely model Z	it results in the same number of denied ICU beds per group, and considering the critical nature of a denied ICU bed to a person who truly needs one, no other data matters in determining the fairness of each model.	Both ${e://Field/pref_model} and Z are equally biased	they are equally biased, but from opposing angles of favor.	Definitely model Z	it results in an equal margin of error for wrongly denied ICU beds, which I believe to be the most critical data set to prioritize.	Low			the patient can simply be reassigned to a regular bed if possible, or if not, they receive a room with more life saving resources than they need.	High			A patient who needs ICU treatment and is denied an ICU bed is likely to face serious complications or loss of life as a result.	Moderate			A mistaken prediction in this direction would likely coincide with a mistaken denial of someone else, and that decision would have to be made by a critically thinking human. Also, predicting more support than is required could show data trends that result in spending more on equipment to provide more support in the future. 	High			Mistakenly denying an ICU bed is likely to result in serious complications or loss of life for the individual, which results in higher costs for the hospital to try to save the individual's life once a complication occurs, legal costs of potential malpractice lawsuits, pain and suffering of families, unexpected loss of income for family members which could lead to homelessness and further instability, a generational mistrust of medical professionals, and a public relations concern for the medical facility involved.	No			No			Yes			Disadvantaged			Secondary Education	Administrative Staff	5d231f989b3bf900189d73f7	618b3e1d59be0d9e09f6f943	618c0e9fb9f18e132240ddd9	majority	outcome-fpr	icu	True	You have chosen model X over model Y.	model X	top								Disadvantaged	618c0e9fb9f18e132240ddd9	APPROVED	2021-11-10 18:29:21.150000	2021-11-10 19:10:10.312000	2449.1620000000003	32.0	331	1	100	2021-11-14 02:43:52	19AE28A9	United States	United States	Other	Non-Caucasian	English	United States	Female	DATA EXPIRED	
166	2021-11-10 11:03:46	2021-11-10 12:15:34	IP Address	172.56.42.101	100	4307	True	2021-11-10 12:15:34	R_vThmKvIur6l3ADT					47.44670104980469	-122.26840209960936	anonymous	EN	I have had the opportunity to read this consent form and have the research study explained.,I have had the opportunity to ask questions about the research study, and my questions have been answered.  I am prepared to participate in the research study described above.,I accept the use of my Prolific ID ${e://Field/PROLIFIC_PID}	None of the above can be inferred from the figures.	Figure 1	Female applicants will be more likely to mistakenly be rejected than male applicants.	Figure 2	Very unfair	There seems no statistical reason that 24% more of white patients would qualify as needing ICU care than non-whites. The fact that the error rate *after the unfair selection process* is the same is not relevant to that bias.	Very biased	Same answer: There seems no statistical reason that 24% more of white patients would qualify as needing ICU care than non-whites. The fact that the error rate *after the unfair selection process* is the same is not relevant to that bias.	Very useful	It reveals the unfair bias towards white patients inherent in the system. It is barely useful for admissions decisions however.	Very unfair	"1. It doesn't include valuations of mistakes of non-admissions to support the validity of the model
2. It dramatically grants admission of Caucasian patients who don't need ICU treatment over non-whites, which could be critically unfair in light of non-admissions mistake data"	Very biased	"It dramatically grants admission of Caucasian patients who don't need ICU treatment over non-whites, which could be critically biased in light of non-admissions mistake data.
Whether that represents a bias in the data gathering or the model is difficult to say without non-admissions and other data."	Very useful	It exposes flaws in the system that results in bias against non-white patients.	No		Probably model Y	At least Model Y admits white and non-white patients at the same rate. But the mistake rates still show a bias in those admissions.	Probably model X	Model X admits white patients at a higher rate than non-whites, which has no apparent basis in a non-biased model.	Models X and Y are equally useful	All data is useful, especially data that shows inherent flaws in the system or model.	Probably model Y	Question states I have to choose one. Model Y is most fair.	Both ${e://Field/pref_model} and Z are equally fair	As long as the rates of admission and of errors (in either admissions or non-admissions) favor the correct treatment of white patients twice as much as non-white patients, the model is neither fair nor un-biased.	Both ${e://Field/pref_model} and Z are equally biased	As long as the rates of admission and of errors (in either admissions or non-admissions) favor the correct treatment of white patients twice as much as non-white patients, the model is neither fair nor un-biased.	Probably model Z	I have to choose one. Model Z results in fewer un-treated ICU required patients.	Low			For that individual patient, the impact would be low as they received more care than necessary -- except they might feel long-term guilt over taking an ICU bed that a now dead patient needed to survive.	High			Because presumably an individual mistakenly excluded from the ICU will die.	High			As society includes the patients mistakenly excluded from the limited number of ICU beds that die as a result of an individual mistakenly and unnecessarily being granted an ICU bed, as well as their families, friends, doctors, nurses, etc, the impact on society is high.	High			Same answer applies: As society includes the patients mistakenly excluded from the limited number of ICU beds that die as a result, as well as their families, friends, doctors, nurses, etc, the impact on society is high.	No			Yes			Yes			Advantaged			Doctoral	Services Occupations	614f754098c9877761eafb4b	618b3dcb32ad5f5cc3f00d86	618c097bf8c349eebf391581	minority	outcome-fpr	icu	False	You have chosen model Y over model X.	model Y	bottom								Advantaged	618c097bf8c349eebf391581	APPROVED	2021-11-10 18:03:43.545000	2021-11-10 19:15:40.697000	4317.152	49.0	123	1	99	2021-11-12 17:54:11.560000	19AE28A9	United States	United States	Part-Time	Caucasian	English	United States	Female	No	
167	2021-11-10 12:16:10	2021-11-10 12:26:56	IP Address	72.194.26.210	100	645	True	2021-11-10 12:26:57	R_2wyG1DYLtlOCt8C					34.42649841308594	-119.86309814453124	anonymous	EN	I have had the opportunity to read this consent form and have the research study explained.,I have had the opportunity to ask questions about the research study, and my questions have been answered.  I am prepared to participate in the research study described above.,I accept the use of my Prolific ID ${e://Field/PROLIFIC_PID}	None of the above can be inferred from the figures.	Figure 1	Female applicants will be more likely to mistakenly be rejected than male applicants.	Figure 2	Neither fair nor unfair	Same reason as model Y reasoning	Neither biased nor unbiased.	Same as model Y reasoning	Neither useful nor unusable	Same thing as model Y reasoning	Neither fair nor unfair	Because it's both Fair and not fair sometimes people's payments don't got though due to certain terms of banking	Neither biased nor unbiased	Cause it depends on also their credit but also their payments 	Neither useful nor unusable	Useful but not useful because it's just an example 	No		Models X and Y are equally fair	Because they're all based on just an example chart	Models X and Y are equally biased	You're going off of people's charts versus checking the whole credit history their whole payment process the renting's history you can't go based on a chart	Models X and Y are equally useful	They're almost identical just a little bit changed on in model X so II think that they're the same	Neither model X nor model Y	I want to choose either of them honestly I mean I feel like I couldn't put my bias or my choosing between 2 different 2 different by almost identical charts	Both ${e://Field/pref_model} and Z are equally fair	Same thing they're all both equal just a little bit different if an z	Both ${e://Field/pref_model} and Z are equally biased	Their butt butt butt they're this just the chart they're examples they're not really the same	Neither ${e://Field/pref_model} nor model Z	Same			Moderate	Because I picked moderate because it doesn't pack renter's payment because of the whole I'm trying to get into a place but it depends on if the stuff is stolen or not which is understandable so			Moderate	People will get anywhere get anything for money basically and mistakely allowing fraudulent payment should be avoided at all cost			Moderate	Our society is all turning into payments through the Internet through it's all online and I feel like you can still anybody's credit and denying anybody's transactions from merchants that's bad that's especially if it's fraudulent			Moderate	Our society has been allowing fraudulent payments because the cards are stolen or people still their information and it's not OK			Yes			Yes			Yes			Disadvantaged	Primary Education	Others	614ee2e25c7d068cb049d9e2	618b3dcb32ad5f5cc3f00d86	618c1a7559bd158cfd6630fc	minority	outcome-fpr	rent	False		model Y	bottom								Disadvantaged	618c1a7559bd158cfd6630fc	APPROVED	2021-11-10 19:16:09.134000	2021-11-10 19:27:00.781000	651.6469999999999	33.0	133	4	94	2021-11-12 17:51:35.018000	19AE28A9	United States	United States	Other	Caucasian	English	United States	Female	No	
168	2021-11-10 12:12:35	2021-11-10 12:27:01	IP Address	63.142.110.105	100	866	True	2021-11-10 12:27:02	R_2WxqBrYYTznIkoz					40.093597412109375	-87.65160369873047	anonymous	EN	I have had the opportunity to read this consent form and have the research study explained.,I have had the opportunity to ask questions about the research study, and my questions have been answered.  I am prepared to participate in the research study described above.,I accept the use of my Prolific ID ${e://Field/PROLIFIC_PID}	None of the above can be inferred from the figures.	Figure 1	Male applicants will be more likely to mistakenly be accepted than female applicants.	Figure 2	Neither fair nor unfair	It says the probability. It doesn't say why.  Maybe they have bad lighting distinctions. 	Neither biased nor unbiased.	Same	Neither useful nor unusable	You never know?	Neither fair nor unfair	It shows the probability not the outcome	Neither biased nor unbiased	It's a guess?	Neither useful nor unusable	Not sure	No		Models X and Y are equally fair	Idk I like more details I guess	Models X and Y are equally biased	It happens	Models X and Y are equally useful	Depends on how you see it	Probably model X	Just picked one	Both ${e://Field/pref_model} and Z are equally fair	All guesses are fair?	Both ${e://Field/pref_model} and Z are equally biased	Sounds good	Definitely model Z	Regret choosing my x		Moderate		If it's an emergency it q few minutes could make a difference		High		Who knows what they could accomplish		High		Society hates everything		High		Never can trust people		No			Yes			Yes			Advantaged		Secondary Education	Others	5ddeb0fd370810e21afeee53	618b3dcb32ad5f5cc3f00d86	618c199d3907e7330a9df8da	majority	outcome-fpr	frauth	False	You have chosen model X over model Y.	model X	top								Advantaged	618c199d3907e7330a9df8da	APPROVED	2021-11-10 19:12:33.714000	2021-11-10 19:27:05.385000	871.671	39.0	419	3	99	2021-11-13 01:34:51.961000	19AE28A9	United States	United States	DATA EXPIRED	Caucasian	English	United States	Female	DATA EXPIRED	
169	2021-11-10 11:29:03	2021-11-10 12:33:38	IP Address	174.212.129.236	100	3875	True	2021-11-10 12:33:39	R_24l03Y0vH9x12Ed					36.05709838867188	-86.67289733886719	anonymous	EN	I have had the opportunity to read this consent form and have the research study explained.,I have had the opportunity to ask questions about the research study, and my questions have been answered.  I am prepared to participate in the research study described above.,I accept the use of my Prolific ID ${e://Field/PROLIFIC_PID}	Model X is more likely to predict correctly for male applicants than female applicants.	Figure 2	Female applicants will be more likely to mistakenly be rejected than male applicants.	Figure 2	Mildly unfair	There appears to be a large discrepancy in the payments allowed by caucasions vs those of non caucasions 	Mildly unbiased	It simply shows the error rate of processed payments	Mostly unusable	It’s a good tool to show what payments are turned down as well as to illuminate possible racism	Neither fair nor unfair	That there is no difference based on race seems fair. But only allowing 53% of payments to be processed seems low and unfair.	Acceptably biased	Yes, it seems biased because a race appears to be singled out.	Mostly useful	It shows no racial profiling, but lets the developer know that their payment acceptance rate is low.	Yes	I realized that the second chart of the first model only showed errors that were made. So, no discrimination was made. If racism was a factor, it would have been reflected in the first chart presented rather than the second.	Probably model Y	The probability of accepting payments is the same. Mistakes made cannot be controlled, only measured, after everyone has the same payment opportunity.	Probably model X	The acceptance of payments from white people is much higher.	Models X and Y are equally useful	Any data gathered can be useful as long as it’s presented in a no biased way (even if it reveals a biased system)	Probably model Y	Because it appears to not be racist 	Probably model Z	Even though the acceptance of “white” payments is higher, the technology has appeared to choose fraudulent charges equally (probably not based on race)	Probably ${e://Field/pref_model}	The disparity in results of wrongly accepted payments is so large, it appears that it was biased by trying to not be prejudiced.	Probably model Z	I think it might be a more accurate picture of the true data			Low	It seems that would be an easily remedied situation. The renter would likely still pay.			Moderate	There would probably be a loss of income that might not be recovered.			Low	It seems that it would cause problems on a more individual basis.			Low	Again, it seems that it would affect few people.			Yes			Yes			Yes			Advantaged	Secondary Education	Services Occupations	61536cbb3240efe4a10f70ec	618b3dcb32ad5f5cc3f00d86	618c0f6675a3e1592b8fe3dc	minority	outcome-fpr	rent	False	You have chosen model Y over model X.	model Y	bottom								Advantaged	618c0f6675a3e1592b8fe3dc	APPROVED	2021-11-10 18:29:00.232000	2021-11-10 19:33:43.042000	3882.81	41.0	80	1	98	2021-11-13 02:15:40.245000	19AE28A9	United States	United States	Full-Time	Caucasian	English	United States	Female	Yes	
170	2021-11-10 12:28:41	2021-11-10 12:40:14	IP Address	68.36.87.223	100	693	True	2021-11-10 12:40:15	R_2fg1wSzrPA2piOL					42.9468994140625	-85.62059783935545	anonymous	EN	I have had the opportunity to read this consent form and have the research study explained.,I have had the opportunity to ask questions about the research study, and my questions have been answered.  I am prepared to participate in the research study described above.,I accept the use of my Prolific ID ${e://Field/PROLIFIC_PID}	Model X is equally likely to predict correctly for female applicants and male applicants.	Figure 1	Male applicants will be more likely to mistakenly be accepted than female applicants.	Figure 2	Mildly unfair	It allows far more payments from white people than not	Very biased	It seems to trust white people way more	Mostly unusable	Seems like it has unusable bias	Mildly unfair	It looks like it makes way more mistakes for the Caucasian part of the chart	Acceptably biased	Once again it is making more mistakes for one part of the model	Neither useful nor unusable	Not sure how reliable it can be	No		Probably model X	Payments should be accepted equally, give people the chance instead of denying them, mistakes can be fixed afterwards.	Probably model X	It is doing more assumption work	Probably model Y	It finds and corrects more mistakes	Probably model Y	Like i said, give people a fair chance to make a payment	Probably ${e://Field/pref_model}	I still think you should be able to make a payment	Probably model Z	It accepts payments more from one group	Probably ${e://Field/pref_model}	Same reason as before			High	It gives people less of an opportunity then they should have			Moderate	You also dont want fraud			Moderate	Im sure on group is more affected than others.			Low	Its probably not as bad in the long run			No			No			Yes			Advantaged	Bachelor	Others	5efe1ba6649c910ffdd56c6a	618b3dcb32ad5f5cc3f00d86	618c1d65ad72daa40f489956	minority	outcome-fpr	rent	False	You have chosen model Y over model X.	model Y	bottom								Advantaged	618c1d65ad72daa40f489956	APPROVED	2021-11-10 19:28:39.827000	2021-11-10 19:40:17.572000	697.745	30.0	184	1	100	2021-11-13 01:36:55.575000	19AE28A9	United States	United States	DATA EXPIRED	Caucasian	DATA EXPIRED	United States	Male	DATA EXPIRED	
171	2021-11-10 12:33:07	2021-11-10 12:44:36	IP Address	73.94.79.67	100	688	True	2021-11-10 12:44:37	R_1C2vCrySYhXtP1h					44.90060424804688	-92.92749786376952	anonymous	EN	I have had the opportunity to read this consent form and have the research study explained.,I have had the opportunity to ask questions about the research study, and my questions have been answered.  I am prepared to participate in the research study described above.,I accept the use of my Prolific ID ${e://Field/PROLIFIC_PID}	Model X is more likely to predict correctly for female applicants than male applicants.	Figure 1	Male applicants will be more likely to mistakenly be accepted than female applicants.	Figure 2	Acceptably fair	I’d the model projected it, there has to be some data that suggests this as a higher probability. 	Neither biased nor unbiased.	If it’s going off of previous data to calculate projections there should not be a bias involved. 	Mostly useful	Should give a higher probability of what the outcome will be.	Acceptably fair	If it’s going off of past numbers, this should be fair data.	Mildly unbiased	There should be no bias involved with these numbers. 	Mostly useful	Should give a high probability look at the outcome.	No		Models X and Y are equally fair	Going off of projections should be fair.	Models X and Y are equally biased	Should not be any difference in bias if the numbers don’t lie.	Models X and Y are equally useful	Both give high probability looks at the outcomes.	Neither model X nor model Y	Given the information provided, I believe it’s hard to make a justification for either one.	Both ${e://Field/pref_model} and Z are equally fair	Given the numbers, they should both be fair.	Both ${e://Field/pref_model} and Z are equally biased	There should be no bias.	Neither ${e://Field/pref_model} nor model Z	Hard to justify which one is better based on the information given.			Moderate	Could cause unnecessary inconveniences.			Moderate	Would cause trouble for the one accepting payments. 			Moderate	If others in society (renters) get a hold of this, there could be some level of outrage or emotion.			Low	This would likely just affect the person accepting the payment, isn’t a large scale issue for society (others who rent).			No			No			No			Advantaged	Bachelor	Healthcare Practitioner	5def38b90336495d5f630803	618b3dcb32ad5f5cc3f00d86	618c1e6f9f5183db5d9f46e3	majority	outcome-fpr	rent	True		model X	top								Advantaged	618c1e6f9f5183db5d9f46e3	APPROVED	2021-11-10 19:33:05.536000	2021-11-10 19:44:39.564000	694.028	28.0	111	1	100	2021-11-12 17:18:26.578000	19AE28A9	United States	United States	Full-Time	Caucasian	English	United States	Male	No	
172	2021-11-10 12:31:42	2021-11-10 12:51:49	IP Address	172.58.158.246	100	1206	True	2021-11-10 12:51:49	R_2e9d8g8wHWcxCU9					35.22959899902344	-80.84300231933594	anonymous	EN	I have had the opportunity to read this consent form and have the research study explained.,I have had the opportunity to ask questions about the research study, and my questions have been answered.  I am prepared to participate in the research study described above.,I accept the use of my Prolific ID ${e://Field/PROLIFIC_PID}	Model X is more likely to predict correctly for male applicants than female applicants.	Figure 2	Female applicants will be more likely to mistakenly be rejected than male applicants.	Figure 2	Mildly unfair	The model allowed more payments of one group when they both had the same percentage of bad payments	Very biased	Separating my race 	Neither useful nor unusable	I think it provides good information but should look at different characteristics 	Very fair	Allowed the same anoint of payments	Mildly unbiased	Allowed same amount of payments regardless of race	Neither useful nor unusable	Should have not allowed as many payments through since they came out fraudulent 	No		Definitely model Y	Amount of accepted payments did not change based on race	Definitely model X	Race was a determining factor	Models X and Y are equally useful	They both have flaws	Definitely model Y	More fair	Probably ${e://Field/pref_model}	Equal number approved	Probably model Z	Different approvals	Probably ${e://Field/pref_model}	Less racially biased			High	Not receiving money/worrying about eviction			High	Not receiving payment 			Moderate	Society: economic community. Less money coming in and stress about why it was denied			High	Stress of not getting money			No			No			Yes			Advantaged	Doctoral	Healthcare Practitioner	60fd99351090788eaebbda7b	618b3dcb32ad5f5cc3f00d86	618c1e1841703060e1f069a3	minority	outcome-fpr	rent	True	You have chosen model Y over model X.	model Y	bottom								Advantaged	618c1e1841703060e1f069a3	APPROVED	2021-11-10 19:31:38.981000	2021-11-10 19:51:53.846000	1214.865	28.0	148	1	100	2021-11-13 01:50:58.897000	19AE28A9	United States	United States	Full-Time	Caucasian	English	United States	Female	No	
173	2021-11-10 12:42:53	2021-11-10 12:56:42	IP Address	72.220.102.127	100	828	True	2021-11-10 12:56:43	R_1Dvu5YkazzlfzXg					32.84660339355469	-116.9770050048828	anonymous	EN	I have had the opportunity to read this consent form and have the research study explained.,I have had the opportunity to ask questions about the research study, and my questions have been answered.  I am prepared to participate in the research study described above.,I accept the use of my Prolific ID ${e://Field/PROLIFIC_PID}	Model X is more likely to predict correctly for female applicants than male applicants.	Figure 1	Male applicants will be more likely to be accepted than female applicants.	Figure 2	Neither fair nor unfair	makes an equal amount of mistakes for both groups	Acceptably biased	the probability is skewed	Neither useful nor unusable	not sure if the amount of mistakes is acceptable	Mildly unfair	it thinks non-whites are less likely to be doctors	Acceptably biased	there seems to be more white doctors for the training photos	Mostly useful	it gives data that can be used to fix the problem	No		Models X and Y are equally fair	they both tend to favor whites in different ways	Probably model X	X seems to think more doctors are white	Probably model Y	it shows a more clear difference in access vs mistakes	Probably model Y	It is more likely to correctly allow a non-white access	Both ${e://Field/pref_model} and Z are equally fair	both are skewed	Both ${e://Field/pref_model} and Z are equally biased	both have boas in a different way	Neither ${e://Field/pref_model} nor model Z	I'm not sure which one would be easier to use in practice		Low		it allows staff to enter and does not allow non-staff		High		non-staff can get into areas and possibly cause issues and confusion		Moderate		there could be outrage that non-whites are routinely not recognized, society is twitter verse and news outlets		Low		most news outlets dont care about someone accidently wandering around in a hospital		No			Yes			Yes			Advantaged		Master	Engineering and Technology	5af20a80b300870001fd2ecb	618b3dcb32ad5f5cc3f00d86	618c20b87dbb7d9bd7016f66	minority	outcome-fpr	frauth	False	You have chosen model Y over model X.	model Y	bottom								Advantaged	618c20b87dbb7d9bd7016f66	APPROVED	2021-11-10 19:42:52.534000	2021-11-10 19:56:45.527000	832.993	29.0	1057	4	99	2021-11-12 17:15:20.898000	19AE28A9	United States	United States	Full-Time	Caucasian	English	United States	Male	No	
